Player Name,player_id,Season,xG,Shots,Open Play Key Passes,Assists,Throughballs,Passes into Box,Open Play Passes into Box,Touches Inside Box,Open Play Passes into and Touches Inside Box,Tackles,Interceptions,Tackles and Interceptions,PAdj Tackles,PAdj Interceptions,PAdj Tackles & Interceptions,Tackled/Dribbled Past %,Successful Dribbles,Fouls Committed,Dribbled Past,Dispossessions,Long Ball %,Long Balls,Blocks per Shot,Clearances,Aerial Wins,Open Play Passes,Forward Pass %,Backward Pass %,Sideways Pass %,Open Play Final 3rd Passes,passing_ratio,Non-Penalty Goals,Successful Crosses,penalty_wins_90,padj_clearances_90,passes_inside_box_90,xgchain_90,op_xgchain_90,xgbuildup_90,op_xgbuildup_90,Open Play xG Assisted,op_assists_90,xgchain,op_xgchain,xgbuildup,op_xgbuildup,xgchain_per_possession,op_xgchain_per_possession,xgbuildup_per_possession,op_xgbuildup_per_possession,pressured_long_balls_90,unpressured_long_balls_90,aggressive_actions_90,Pressures,Turnovers,pressure_regains_90,sp_xa_90,shot_touch_ratio,Deep Progressions,fouls_won_90,shots_faced_90,goals_faced_90,np_xg_faced_90,np_psxg_faced_90,save_ratio,xs_ratio,gsaa_90,left_foot_ratio,passes_pressed_ratio,pass_length,s_pass_length,ot_shots_faced_90,npot_psxg_faced_90,np_optimal_gk_dlength,clcaa,pass_into_pressure_ratio,pass_into_danger_ratio,da_aggressive_distance,appearances,average_minutes,sp_assists_90,sp_key_passes_90,npxgxa_90,over_under_performance_90,shots_key_passes_90,failed_dribbles_90,total_dribbles_90,sp_passes_into_box_90,pass_length_ratio,carries_90,carry_ratio,carry_length,dribble_faced_ratio,counterpressures_90,yellow_cards_90,second_yellow_cards_90,red_cards_90,errors_90,padj_pressures_90,defensive_action_regains_90,counterpressure_regains_90,starting_appearances,average_x_pressure,fhalf_pressures_90,fhalf_counterpressures_90,fhalf_pressures_ratio,average_x_defensive_action,average_x_pass,most_recent_match,90s_played,obv_90,Pass OBV,Defensive Action OBV,Dribble & Carry OBV,deep_completions_90,ball_recoveries_90,np_psxg_90,penalties_faced_90,penalties_conceded_90,fhalf_ball_recoveries_90,defensive_actions_90,defensive_responsibility_actions_90,expected_defensive_actions,expected_defensive_actions_90,defensive_actions_above_expectation,defensive_actions_above_expectation_90,obv_conceded_responsibility_weighted_90,predicted_headers_90,xG Per Shot,Aerial Win %,op_f3_forward_pass_proportion,op_f3_backward_pass_proportion,op_f3_sideways_pass_proportion,shot_on_target_ratio,conversion_ratio,primary_position,pressured_passing_ratio,p_pass_length,ps_pass_length,positive_outcome_score,positive_outcome_90,pressured_pass_length_ratio,change_in_passing_ratio,pressured_change_in_pass_length,fhalf_counterpressures_ratio,Shot OBV,dribble_ratio,crossing_ratio,secondary_position,box_cross_ratio,gsaa_ratio,ot_shots_faced_ratio,obv_gk_90,penalty_conversion_ratio,Age,Team,League,birth_date,Player Season Minutes,position_1,Score Type
Mamady Diambou,141746,2026/2027,0.18243709,4.7486444,0.0,0.0,0.0,0.0,0.0,3.9572034,3.9572034,4.7486444,0.79144067,5.540085,5.0179076,0.8566517,5.8745594,0.75,0.0,3.1657627,1.5828813,0.79144067,0.625,3.9572034,0.0,0.79144067,0.79144067,39.572037,0.09803921568627451,0.21568627450980393,0.6862745098039216,11.08017,0.8823529411764706,0.0,0.0,0.0,0.8566517,0.0,0.8331343,0.8331343,0.79344195,0.79344195,0.0,0.0,1.0526806,1.0526806,1.0025285,1.0025285,0.018797869,0.018797869,0.017902296,0.017902296,2.3743222,4.7486444,16.620255,22.95178,0.0,7.914407,0.0,0.030927835051546393,5.540085,0.79144067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.13725490196078433,20.612352558210784,19.19644504123264,0.0,0.0,0.0,0.0,0.05882353,0.13725491,0.0,2,56.858334,0.0,0.0,0.18243709,-0.18243709,4.7486444,0.0,0.0,0.0,0.9313078,32.44907,0.9756098,5.9009624,0.6666667,8.705848,0.0,0.0,0.0,0.0,24.537891,11.08017,3.9572034,1,53.719048,14.245933,6.3315253,0.62068963,52.738308,51.76512,2026-08-29T18:45,1.2635186,0.06380773,-0.021250986,0.066634685,0.105525635,0.0,15.828814,0.5078811,0.0,0.0,10.288729,30.866188,35.0340321,35.3359764,28.1354939,8.6640236,6.8985382,0.0814758,1.6708845,0.038418774803479515,0.25,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.3333333333333333,0.0,Left Defensive Midfielder,0.8571428571428571,25.3028564453125,27.190000534057617,0.3362319,9.180713,1.0745822,-0.025210084,4.690504,0.72727275,-0.08710159,,,,,,,,,24.0,Stade Brestois,French Ligue 1,2002-11-11,113.0,Defensive Midfield,Defensive Midfield
Fodé Doucouré,46005,2026/2027,0.06794063,1.6513761,1.6513761,0.82568806,0.0,1.6513761,1.6513761,1.6513761,3.3027523,1.6513761,0.0,1.6513761,1.3837415,0.0,1.3837415,1.0,0.0,2.4770644,0.0,0.82568806,0.5,2.4770644,0.0,0.0,1.6513761,28.899082,0.2564102564102564,0.10256410256410256,0.6410256410256411,9.082568,0.6923076923076923,0.0,0.82568806,0.0,0.0,0.0,0.36431104,0.36431104,0.3208834,0.3208834,0.10366599,0.82568806,0.44122115,0.44122115,0.38862544,0.38862544,0.009804915,0.009804915,0.008636121,0.008636121,0.82568806,4.1284404,5.7798166,14.862386,2.4770644,4.1284404,0.0,0.014492753623188406,5.7798166,0.82568806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28205128205128205,20.893845778245193,18.68777804904514,0.0,0.0,0.0,0.0,0.23076923,0.35897437,0.0,2,54.5,0.0,0.0,0.17160662,0.65408146,3.3027523,0.0,0.0,0.0,0.89441544,28.899082,0.94285715,5.1279545,,0.82568806,1.6513761,0.0,0.0,0.0,13.592732,4.1284404,0.0,1,32.950634,2.4770644,0.82568806,0.16666667,31.097435,53.449345,2026-08-29T18:45,1.2111111,-0.012676944,0.11660429,-0.007338068,-0.061777953,0.0,7.431193,0.0,0.0,0.0,4.1284404,18.990826,20.7890475,27.5635031,22.920759,-2.5635031,-2.1317115,0.1413133,0.8979205,0.041141822934150696,0.6666667,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.0,0.0,Right Wing Back,0.45454545454545453,14.856365203857422,10.836000442504883,0.43790847,5.53211,0.72938436,-0.23776224,-6.037481,1.0,-0.060165208,,0.3333333333333333,Right Back,0.0,,,,,26.0,Le Havre,French Ligue 1,2001-02-03,108.0,Right Back,Right Back
Geoffrey Edwin Kondogbia,6589,2026/2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1442878,0.62885755,3.7731457,5.2118096,1.0538248,6.265634,0.8333333333333334,0.0,0.62885755,0.62885755,1.2577151,0.7692307692307693,6.2885756,0.06666666666666667,2.5154302,1.2577151,76.72063,0.1796875,0.0078125,0.8125,3.7731457,0.9375,0.0,0.0,0.0,4.1579847,0.0,0.6812359,0.6812359,0.6812359,0.6812359,0.0,0.0,1.0832913,1.0832913,1.0832913,1.0832913,0.0124516245,0.0124516245,0.0124516245,0.0124516245,3.1442878,7.5462914,8.175148,13.206009,0.0,4.402003,0.0,0.0,3.7731457,0.62885755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865546218487395,0.140625,22.508438110351562,21.785085042317707,0.0,0.0,0.0,0.0,0.0703125,0.1171875,0.0,2,71.558334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967863,69.17433,0.9818182,4.3276763,0.75,1.8865728,0.0,0.0,0.0,0.0,21.872406,6.9174333,0.62885755,2,37.26573,4.402003,1.2577151,0.33333334,33.44375,32.996395,2026-08-30T18:45,1.5901852,0.392593,-0.024052193,0.23992582,0.1767193,0.0,8.804006,0.0,0.0,0.0,0.62885755,16.979155,27.0977947,32.3794171,20.4049022,10.6205829,6.6928924,0.287737,1.2320674,,0.6666667,0.3333333333333333,0.0,0.6666666666666666,,,Left Centre Back,0.6666666666666666,22.008333206176758,22.45166778564453,0.22181818,3.836031,1.020144,-0.27083334,-0.50010514,0.6666667,,,,,,,,,,34.0,Olympique de Marseille,French Ligue 1,1993-02-15,143.0,Centre Back,Centre Back
Usman Mamadou-Simbakoli,94656,2026/2027,0.6574023,8.085177,0.89835304,0.0,0.0,0.0,0.0,13.475295,13.475295,1.7967061,1.7967061,3.5934122,2.1851518,2.6755207,4.8606725,0.6666666666666666,0.89835304,3.5934122,0.89835304,1.7967061,1.0,2.695059,0.0,0.89835304,4.491765,17.068708,0.3,0.2,0.5,4.491765,0.6,0.0,0.0,0.0,1.0925759,0.0,0.9780101,0.9780101,0.7087028,0.7087028,0.04931097,0.0,1.0886701,1.0886701,0.7888912,0.7888912,0.03110486,0.03110486,0.022539748,0.022539748,2.695059,0.89835304,11.678589,16.170355,4.491765,3.5934122,0.0,0.10526315789473684,5.390118,2.695059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,22.264999389648438,24.463335673014324,0.0,0.0,0.0,0.0,0.15,0.3,0.0,5,20.036667,0.0,0.0,0.7067132,-0.7067132,8.98353,1.7967061,2.695059,0.0,1.0987351,26.95059,0.8333333,4.3598657,0.0,2.695059,0.89835304,0.0,0.0,0.0,17.645079,3.5934122,0.0,0,51.54103,8.085177,0.89835304,0.5,52.39063,54.629166,2026-09-19T18:45,1.1131482,-1.0374959,-0.035577577,-0.35911724,-0.032220837,0.0,7.1868243,0.34691995,0.0,0.0,4.491765,21.560472,20.7254163,13.7994079,12.4347162,9.2005921,8.2907,0.0080748,2.892367,0.08130957020653619,0.5,0.0,0.2,0.8,0.1111111111111111,0.0,Left Wing,0.6,29.59000015258789,38.68333435058594,0.14077671,2.6052237,1.307311,0.0,7.325,0.33333334,-0.6105802,0.33333334,0.0,Centre Forward,,,,,,25.0,Angers,French Ligue 1,2001-12-12,100.0,Left Winger,Winger
Louis Didace Mafouta,49163,2026/2027,0.5395696,2.3120563,0.3853427,0.0,0.0,0.0,0.0,5.2021265,5.2021265,0.19267134,0.19267134,0.3853427,0.117347784,0.20536585,0.3227136,1.0,0.19267134,0.9633568,0.0,0.9633568,0.5,0.3853427,0.0,0.19267134,1.1560282,12.330966,0.07142857142857142,0.3142857142857143,0.6142857142857143,3.6607556,0.7428571428571429,0.3853427,0.0,0.0,0.20536585,0.19267134,1.2448944,1.0939362,0.61733043,0.61733043,0.19884129,0.0,6.461232,5.677732,3.2040594,3.2040594,0.05927736,0.052089285,0.02939504,0.02939504,0.3853427,0.5780141,3.275413,11.560281,1.734042,2.697399,0.0,0.06962025316455696,1.1560282,1.1560282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.3142857142857143,15.44742954799107,15.338653564453125,0.0,0.0,0.0,0.0,0.114285715,0.32857144,0.0,5,93.42333,0.0,0.0,0.73841083,-0.35306814,2.697399,0.0,0.19267134,0.0,0.9929583,12.908981,0.80597013,5.0464606,,2.697399,0.0,0.0,0.0,0.0,10.079311,2.8900702,0.7706854,5,68.39693,10.01891,1.734042,0.8666667,67.83812,57.69301,2026-09-19T18:45,5.190185,0.23886241,0.0033073768,0.021263326,0.053032614,0.19267134,2.697399,0.49307585,0.0,0.0,1.5413707,12.716309,11.935671,98.9606843,19.0510028,-36.9606844,-7.1153318,0.0669746,1.062371,0.233372171719869,0.375,0.10526315789473684,0.2631578947368421,0.631578947368421,0.5833333333333334,0.16666666666666666,Left Centre Forward,0.5,14.662728309631348,20.05000114440918,0.15532286,1.714775,1.3674127,-0.24285714,-0.7847015,0.64285713,0.16125908,1.0,,Centre Forward,,,,,1.0,32.0,Le Mans,French Ligue 1,1994-07-02,468.0,Centre Forward,Striker
Samuel Amo-Ameyaw,136615,2026/2027,0.16881657,3.2200358,0.53667265,0.0,0.53667265,1.0733453,1.0733453,2.1466906,3.2200358,0.53667265,0.53667265,1.0733453,0.36148635,0.6713098,1.0327961,1.0,1.0733453,2.6833632,0.0,1.6100179,0.5,1.0733453,0.0,0.53667265,0.0,27.370304,0.13725490196078433,0.13725490196078433,0.7254901960784313,8.05009,0.803921568627451,1.0733453,0.0,0.0,0.1740018,0.0,0.56608665,0.56608665,0.48218027,0.48218027,0.12408601,0.0,1.054808,1.054808,0.89846253,0.89846253,0.02028477,0.02028477,0.017278126,0.017278126,1.0733453,1.6100179,10.733453,15.026834,3.2200358,2.6833632,0.0,0.05263157894736842,3.2200358,1.0733453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.23529411764705882,18.000392539828432,16.473902260384907,0.0,0.0,0.0,0.0,0.078431375,0.23529412,0.0,5,33.54,0.0,0.0,0.29290256,0.7804427,3.7567084,1.0733453,2.1466906,0.0,0.91519684,35.957066,0.86567163,9.029761,1.0,2.6833632,0.53667265,0.0,0.0,0.0,12.41899,3.2200358,0.53667265,1,49.13127,6.976744,2.1466906,0.4642857,50.166557,52.130936,2026-09-19T15:15,1.8633333,0.59474677,0.026389843,-0.016446099,0.27166525,0.0,4.830054,1.1530101,0.0,0.0,2.1466906,18.24687,18.3110217,45.5917916,24.5538907,-11.5917917,-6.2428691,0.0210978,0.1154671,0.05242691934108734,0.0,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,Right Wing,0.9166666666666666,16.612499237060547,13.192728042602539,0.26,2.7906976,0.7941447,0.1127451,-1.3878933,0.8,0.31313777,0.5,0.0,Right Midfielder,0.0,,,,,20.0,Strasbourg,French Ligue 1,2006-07-18,167.0,Right Winger,Winger
Eric Jeremy Edgar Dier,10956,2026/2027,0.07205132,0.73173213,0.0,0.18293303,0.0,0.0,0.0,1.4634643,1.4634643,0.73173213,0.5487991,1.2805312,0.58903325,0.36216414,0.9511973,1.0,0.0,0.73173213,0.0,0.0,0.6,4.390393,0.09333333333333334,5.670923,2.3781292,56.89217,0.23100303951367782,0.0060790273556231,0.7629179331306991,2.0122633,0.9057750759878419,0.18293303,0.0,0.0,3.6263382,0.0,0.50569993,0.34534964,0.41662174,0.33037677,0.0,0.0,2.7643993,1.8878474,2.277455,1.8059986,0.0109264795,0.0074618477,0.009001799,0.007138334,6.585589,6.4026556,4.939192,7.5002537,0.18293303,4.0245266,0.07410531,0.0,2.0122633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14482758620689656,0.1094224924012158,22.548572853343465,21.602953610004196,0.0,0.0,0.0,0.0,0.12462006,0.20972644,0.0,5,98.39667,0.18293303,0.18293303,0.14615662,0.21970943,0.9146651,0.0,0.0,0.0,0.958063,45.733257,1.0,4.384007,1.0,0.73173213,0.0,0.0,0.0,0.0,5.7422304,6.951455,0.5487991,5,36.91262,2.3781292,0.36586607,0.31707317,25.195028,37.895306,2026-09-18T18:45,5.4664817,0.1101508,0.016518677,0.12623526,0.051470228,0.0,7.317321,0.037101336,0.0,0.0,1.0975982,8.963717,20.4846434,112.4701505,20.5706332,-0.4701502,-0.0859898,0.10954,2.0664616,0.09846679866313934,0.7222222,0.45454545454545453,0.0,0.5454545454545454,0.25,0.25,Left Centre Back,0.6944444444444444,21.046388626098633,22.24679946899414,0.28135592,3.036688,1.0570364,-0.21133064,-1.5021844,0.5,-0.08407334,,,Centre Back,,,,,,33.0,AS Monaco,French Ligue 1,1994-01-15,492.0,Centre Back,Centre Back
Cameron Desmond Archer,50563,2026/2027,0.5481857,2.3436048,0.6696014,0.0,0.0,0.0,0.0,7.7004156,7.7004156,0.0,0.3348007,0.3348007,0.0,0.1434052,0.1434052,0.0,0.6696014,1.6740035,0.3348007,2.3436048,1.0,0.3348007,0.058823529411764705,0.3348007,0.0,13.726829,0.08888888888888889,0.2,0.7111111111111111,6.696014,0.7777777777777778,1.004402,0.3348007,0.0,0.088508025,0.6696014,0.6004631,0.6004631,0.19027638,0.19027638,0.047715012,0.0,1.7934941,1.7934941,0.56832737,0.56832737,0.025621345,0.025621345,0.008118962,0.008118962,0.6696014,0.0,14.061629,26.784056,4.017608,5.691612,0.0,0.0603448275862069,1.3392028,0.3348007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.13333333333333333,13.124445258246528,12.325428989955357,0.0,0.0,0.0,0.0,0.06666667,0.2,0.0,3,89.60555,0.0,0.0,0.5959008,0.40850133,3.0132062,1.004402,1.6740035,0.0,0.93912,19.75324,0.7627119,5.2785606,0.0,5.0220103,0.0,0.0,0.0,0.0,14.776856,6.361213,0.3348007,3,69.380394,22.096846,3.6828074,0.825,66.27284,63.852917,2026-09-20T13:00,2.9868517,0.50644094,-0.014939115,0.006475006,0.05599274,1.3392028,2.008804,0.93339765,0.0,0.0,1.6740035,28.458057,27.7955678,72.3828482,24.2400285,10.6171519,3.5555393,0.0830619,0.2110789,0.23390706947871617,0.0,0.05,0.05,0.9,0.7142857142857143,0.42857142857142855,Centre Forward,0.5,17.93833351135254,19.43666648864746,0.15497077,1.7744437,1.0835268,-0.2777778,4.813889,0.73333335,0.45891222,0.4,0.5,Left Centre Forward,,,,,,25.0,Auxerre,French Ligue 1,2001-12-09,269.0,Centre Forward,Striker
Tyler Scott Morton,40169,2026/2027,0.016124317,0.4585598,0.2292799,0.0,0.2292799,1.1463995,0.4585598,0.6878397,1.1463995,0.9171196,0.4585598,1.3756794,0.8398069,0.44143724,1.2812442,0.6666666666666666,0.2292799,1.1463995,0.4585598,0.6878397,0.6052631578947368,5.2734375,0.02857142857142857,0.9171196,0.9171196,45.168137,0.1935483870967742,0.10599078341013825,0.7004608294930875,9.629755,0.8294930875576036,0.0,0.2292799,0.0,0.9312416,0.0,0.85059434,0.7982679,0.80853575,0.78214353,0.0061589465,0.0,3.7098515,3.4816306,3.5264137,3.4113047,0.020496417,0.019235527,0.019482948,0.018846987,1.3756794,8.254076,10.3175955,14.673914,0.6878397,3.8977582,0.03132625,0.00267379679144385,6.649117,0.6878397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.15668202764976957,20.889031898041473,19.982166883680556,0.0,0.0,0.0,0.0,0.07373272,0.16589862,0.0,5,78.50667,0.0,0.4585598,0.05360951,-0.05360951,1.1463995,0.2292799,0.4585598,0.6878397,0.95658654,40.582542,0.9717514,5.2781124,0.33333334,2.292799,0.2292799,0.0,0.0,0.0,15.9375,5.5027175,0.0,4,44.91392,6.419837,1.6049592,0.4375,43.223053,49.748356,2026-09-19T18:45,4.361481,0.26914352,0.06808293,0.11093049,0.10093313,0.4585598,7.336957,0.0,0.0,0.0,3.4391985,16.737432,20.4407843,116.9278677,26.8550261,-27.9278678,-6.4142418,0.0803157,0.9621868,0.03516295552253723,0.5,0.3333333333333333,0.023809523809523808,0.6428571428571429,0.0,0.0,Centre Defensive Midfielder,0.8235294117647058,16.056177139282227,15.756072044372559,0.3799392,5.7319975,0.98130906,-0.0059636757,-4.8328543,0.7,-0.010803042,0.5,0.5,Left Defensive Midfielder,0.2,,,,,24.0,Lyon,French Ligue 1,2002-10-31,392.0,Defensive Midfield,Defensive Midfield
Charlie Richard Cresswell,48180,2026/2027,0.032474957,0.72727275,0.0,0.0,0.0,0.18181819,0.18181819,1.6363636,1.8181819,1.2727273,0.5454545,1.8181819,1.3789912,0.59578395,1.9747754,0.875,0.0,0.72727275,0.18181819,0.0,0.55,4.0,0.05194805194805195,6.5454545,3.8181818,51.636364,0.26158940397350994,0.019867549668874173,0.7185430463576159,4.1818185,0.8576158940397351,0.0,0.0,0.0,6.118995,0.0,0.57583517,0.5253687,0.5611288,0.5106623,0.0,0.0,3.1670935,2.8895278,3.0862086,2.8086429,0.01222816,0.011156478,0.0119158635,0.010844181,7.6363635,6.181818,2.7272727,5.090909,0.5454545,2.181818,0.0,0.0,4.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05241935483870968,0.11920529801324503,23.091887417218544,21.136639569256758,0.0,0.0,0.0,0.0,0.05629139,0.17549668,0.0,5,99.0,0.0,0.0,0.032474957,-0.032474957,0.72727275,0.18181819,0.18181819,0.0,0.9153275,39.81818,0.99086756,4.549732,0.75,1.090909,0.18181819,0.0,0.0,0.0,5.2306676,4.1818185,0.72727275,5,41.312862,2.0,0.90909094,0.39285713,29.593739,36.608875,2026-09-19T18:45,5.5,0.13930091,0.022827482,0.114122,0.046289206,0.0,10.181818,0.0,0.0,0.0,2.3636363,7.090909,19.9969405,126.7149991,23.0355664,-16.714999,-3.0386258,0.3064423,4.2124464,0.044653065502643585,0.6774194,0.43478260869565216,0.0,0.5652173913043478,0.0,0.0,Right Centre Back,0.6388888888888888,23.531667709350586,21.866086959838867,0.22355507,3.7272727,0.9292196,-0.21872701,0.43977967,0.8333333,-0.043937754,0.0,,,0.0,,,,,24.0,Rennes,French Ligue 1,2002-08-17,495.0,Centre Back,Centre Back
Conrad Jaden Egan-Riley,49666,2026/2027,0.0,0.0,0.19295363,0.0,0.0,0.19295363,0.19295363,0.7718145,0.9647681,1.3506753,1.1577218,2.508397,1.4491179,1.3921309,2.8412485,0.7,0.0,0.38590726,0.5788609,0.0,0.6578947368421053,4.8238406,0.060240963855421686,3.087258,2.3154435,62.90288,0.1891891891891892,0.04504504504504504,0.7657657657657657,4.0520263,0.9099099099099099,0.0,0.0,0.0,3.540306,0.38590726,0.48896998,0.48896998,0.48896998,0.48896998,0.015939845,0.0,2.534132,2.534132,2.534132,2.534132,0.010343396,0.010343396,0.010343396,0.010343396,4.24498,6.174516,5.209748,6.9463305,0.0,2.508397,0.0,0.0,2.7013507,0.7718145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.17117117117117117,22.63750762481231,21.870033390057756,0.0,0.0,0.0,0.0,0.09009009,0.14714715,0.0,5,93.28667,0.0,0.0,0.015939845,-0.015939845,0.19295363,0.0,0.0,0.0,0.96609724,51.904526,1.0,3.9333854,0.625,0.7718145,0.0,0.0,0.0,0.38590726,8.273135,5.016794,0.19295363,5,32.22962,2.12249,0.0,0.30555555,23.296856,38.05479,2026-09-20T18:45,5.1825924,0.108957574,0.035427205,0.0044121738,0.069118194,0.38590726,11.384263,0.0,0.0,0.0,2.7013507,8.682914,21.2269317,102.6294397,19.8046191,7.3705601,1.4223125,0.3171467,1.9558302,,0.7058824,0.19047619047619047,0.047619047619047616,0.7619047619047619,,,Right Centre Back,0.8070175438596491,22.720876693725586,22.48086929321289,0.22181374,3.4924607,0.9894367,-0.10289237,0.08336897,0.0,,,,,0.0,,,,,24.0,Olympique de Marseille,French Ligue 1,2003-01-02,466.0,Centre Back,Centre Back
Angel Gomes,22343,2026/2027,0.19082482,2.3212829,0.92851305,0.23212826,0.0,1.3927697,1.3927697,3.9461806,5.33895,1.8570261,0.69638485,2.553411,2.7030053,0.92288315,3.6258888,0.8,1.1606414,1.6248978,0.46425653,1.1606414,0.5789473684210527,2.553411,0.0,0.0,0.69638485,42.94373,0.12307692307692308,0.18974358974358974,0.6871794871794872,15.088338,0.8512820512820513,0.23212826,0.0,0.0,0.0,0.23212826,0.9142571,0.90799236,0.75493765,0.74867296,0.11010211,0.23212826,3.9385858,3.9115977,3.2522435,3.2252553,0.025086533,0.024914635,0.020714927,0.020543028,0.69638485,3.7140522,10.910028,16.01685,0.92851305,4.410437,0.0,0.024390243902439025,4.8746934,0.92851305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1794871794871795,18.749589342948717,17.766747164439007,0.0,0.0,0.0,0.0,0.06666667,0.16923077,0.0,5,77.543335,0.0,0.0,0.30092695,0.1633296,3.2497957,0.23212826,1.3927697,0.0,0.9475806,38.069035,0.95731705,4.158176,0.0,3.9461806,0.23212826,0.0,0.0,0.0,22.011095,4.410437,0.92851305,4,65.25532,11.606413,3.481924,0.7246377,63.514313,57.723152,2026-09-20T18:45,4.307963,0.030860016,-0.009438644,-0.019551005,0.099155724,0.46425653,6.035335,0.30757603,0.0,0.0,3.7140522,19.498774,18.8198046,108.3083419,25.164714,-27.3083418,-6.3449094,0.0956833,0.6026752,0.0822066307067871,0.4285714,0.2,0.1076923076923077,0.6923076923076923,0.3,0.1,Centre Attacking Midfielder,0.7714285714285715,18.000286102294922,18.833702087402344,0.39970058,6.1978245,1.0463002,-0.07985348,-0.74930334,0.88235295,-0.039306074,0.8333333,0.0,Right Defensive Midfielder,0.0,,,,,26.0,Olympique de Marseille,French Ligue 1,2000-08-31,387.0,Attacking Midfield,Attacking Midfield
Calvin Ronald Verdonk,16186,2026/2027,0.02890141,1.085427,0.0,0.0,0.0,1.085427,1.085427,0.0,1.085427,3.2562811,0.0,3.2562811,1.8162198,0.0,1.8162198,1.0,0.0,1.085427,0.0,0.0,0.0,0.0,0.0,3.2562811,0.0,37.98995,0.3,0.075,0.625,10.854271,0.775,0.0,1.085427,0.0,2.1787534,0.0,0.21090668,0.18567531,0.18200527,0.1567739,0.0,0.0,0.19430757,0.17106198,0.1676808,0.14443521,0.0053974325,0.0047517214,0.0046578,0.004012089,4.341708,2.170854,14.110552,21.708542,0.0,6.5125623,0.0,0.014705882352941176,3.2562811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,19.0197509765625,16.312901650705644,0.0,0.0,0.0,0.0,0.1,0.225,0.0,3,27.638891,0.0,0.0,0.02890141,-0.02890141,1.085427,0.0,0.0,0.0,0.85768217,30.391958,1.0,2.2874756,1.0,3.2562811,0.0,0.0,0.0,0.0,12.899761,6.5125623,1.085427,1,33.303493,5.4271355,2.170854,0.25,32.98769,48.371544,2026-09-03T18:45,0.92129636,0.1482588,0.0458237,0.104874164,0.034215577,0.0,6.5125623,0.0,0.0,0.0,3.2562811,26.05025,28.2197442,28.0627496,30.4586005,-2.0627496,-2.2388564,0.1098793,0.0,0.026626763865351677,,0.2,0.0,0.8,0.0,0.0,Left Back,0.5,21.018333435058594,13.289999961853027,0.76190484,6.9467335,0.63230515,-0.275,1.9985825,0.6666667,-0.036654633,,1.0,,1.0,,,,,29.0,Lille,French Ligue 1,1997-04-26,83.0,Left Back,Left Back
Dermane Karim,263196,2026/2027,0.10669281,1.7817862,0.8908931,0.0,0.0,1.4848219,1.4848219,2.0787506,3.5635724,2.9696438,0.29696438,3.266608,1.666374,0.13596196,1.8023362,0.7692307692307693,0.8908931,2.375715,0.8908931,2.0787506,0.7142857142857143,2.9696438,0.0,0.59392875,0.0,36.82358,0.2076923076923077,0.12307692307692308,0.6692307692307692,15.442148,0.8384615384615385,0.0,0.29696438,0.0,0.31900945,0.29696438,0.63300896,0.63300896,0.5176096,0.5176096,0.052038837,0.0,2.131599,2.131599,1.7430023,1.7430023,0.017190315,0.017190315,0.01405647,0.01405647,1.1878575,3.5635724,19.302685,27.023758,0.8908931,8.908931,0.0,0.021834061135371178,4.4544654,0.8908931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0970873786407767,0.19230769230769232,19.199076021634614,18.677154261037845,0.0,0.0,0.0,0.0,0.023076924,0.13076924,0.0,4,75.76666,0.0,0.0,0.15873165,-0.15873165,2.6726794,0.0,0.8908931,0.0,0.9728153,35.33876,0.9411765,6.30491,0.5714286,8.018038,0.0,0.0,0.0,0.0,15.054331,10.393753,2.9696438,3,48.868362,13.957325,5.0483947,0.51648355,47.799088,58.50889,2026-09-19T18:45,3.3674073,0.19635879,0.04096486,0.05649906,0.17394611,0.29696438,11.878575,0.010333771,0.0,0.0,7.42411,32.369118,33.2838826,93.6654618,27.83527,18.3345379,5.4486126,0.1262822,0.391472,0.059879690408706665,0.0,0.19230769230769232,0.1346153846153846,0.6730769230769231,0.16666666666666666,0.0,Left Defensive Midfielder,0.68,19.964399337768555,19.874116897583008,0.27086616,5.1077876,0.99547786,-0.15846154,0.7653234,0.6296296,-0.075051315,1.0,0.5,Left Centre Midfielder,0.2,,,,,23.0,Troyes,French Ligue 1,2003-12-26,303.0,Defensive Midfield,Defensive Midfield
